,Unnamed: 0.1,Unnamed: 0,name_hp,longName,CASNumber,agentType,materialType,units,gasDepVelocity,gasDepVelocity_units,antoine_a_hp,antoine_a_units,antoine_b_hp,antoine_b_units,antoine_c_hp,antoine_c_units,liquidDensity_a,liquidDensity_a_units,liquidDensity_b,liquidDensity_b_units,molecularWeight,molecularWeight_units,agent_key,version,agent_type,name_fp,standard_code,description,molecular_weight,molecular_volume,boiling_point,freezing_point,antoine_a_fp,antoine_b_fp,antoine_c_fp,inst_aerosol_present,skin_factor,liquid_density,placard_number,from,name,antoine_a,antoine_b,antoine_c
259,259,,,,540-73-8,,,,,,,,,,,,,,,,,,1170.0,0.0,TIC,"1,2-Dimethylhydrazine",540-73-8,"flammable, hygroscopic liquid corrosive to skin; fumes in air and gradually turns yellow; ammoniacal odor",60.1,72.6371767,81.0,-273.15,5.83914,707.722,152.171,False,,0.8274,2382.0,fp,"1,2-Dimethylhydrazine",5.83914,707.722,152.171
260,260,,,,28804-88-8,,,,,,,,,,,,,,,,,,1171.0,0.0,TIC,Dimethylnaphthalene,28804-88-8,'',156.23,155.7627119,259.9146034,-273.15,7.42429,2136.17,210.246,False,,1.003,,fp,Dimethylnaphthalene,7.42429,2136.17,210.246
261,261,,,,75-18-3,,,,,,,,,,,,,,,,,,1172.0,0.0,TIC,Dimethyl sulfide,75-18-3,'',62.13,73.24059884,37.3,-98.3,7.16223,1201.134,243.244,False,,0.8483,1164.0,fp,Dimethyl sulfide,7.16223,1201.134,243.244
262,262,,,,99-97-8,,,,,,,,,,,,,,,,,,1173.0,0.0,TIC,"N,n-dimethyl-p-toluidine",99-97-8,'',135.23,,210.5096388,-273.15,6.59181,1364.255,157.114,False,,,,fp,"N,n-dimethyl-p-toluidine",6.59181,1364.255,157.114
263,263,,,,123-91-1,,,,,,,,,,,,,,,,,,1174.0,0.0,TIC,Dioxane,123-91-1,flammable liquid; vapor harmful; faint pleasant odor,88.11,85.30351438,101.3,11.8,7.45645,1570.093,241.853,False,,1.0329,1165.0,fp,Dioxane,7.45645,1570.093,241.853
264,264,,,,646-06-0,,,,,,,,,,,,,,,,,,1175.0,0.0,TIC,Dioxolane,646-06-0,'',74.09,69.89622642,76.43841451,-273.15,6.99369,1237.377,224.415,False,,1.06,1166.0,fp,Dioxolane,6.99369,1237.377,224.415
265,265,,,,80-10-4,,,,,,,,,,,,,,,,,,1176.0,0.0,TIC,Diphenyldichlorosilane,80-10-4,'',253.2,210.2990033,304.1,-22.0,6.9548,1884.0,158.15,False,,1.204,1769.0,fp,Diphenyldichlorosilane,6.9548,1884.0,158.15
266,266,,,,114-43-3,,,,,,,,,,,,,,,,,,1177.0,0.0,TIC,Di-n-propyl ether,114-43-3,'',102.18,136.860434,90.1,-123.2,6.94461,1254.781,218.82,False,,0.7466,,fp,Di-n-propyl ether,6.94461,1254.781,218.82
267,267,,,,123-19-3,,,,,,,,,,,,,,,,,,1178.0,0.0,TIC,Dipropyl ketone,123-19-3,colorless liquid; penetrating odor,114.18,139.0742996,144.0,-32.5,8.82487,2199.856,226.271,False,,0.821,2710.0,fp,Dipropyl ketone,8.82487,2199.856,226.271
268,268,,,,1321-74-0,,,,,,,,,,,,,,,,,,1179.0,0.0,TIC,Divinyl benzene,1321-74-0,'',130.19,,199.5,-66.9,7.50222,2011.921,235.585,False,,,1993.0,fp,Divinyl benzene,7.50222,2011.921,235.585
269,269,,,,74-84-0,,,,,,,,,,,,,,,,,,1180.0,0.0,TIC,Ethane,74-84-0,"colorless, odorless gas; flammable asphyxiant",30.07,67.42152466,-88.6,-182.8,0.0,0.0,0.0,False,,0.446,1035.0,fp,Ethane,0.0,0.0,0.0
270,270,,,,64-17-5,,,,,,,,,,,,,,,,,,1181.0,0.0,TIC,Ethanol,64-17-5,"clear, colorless, flammable liquid",46.07,58.39036755,78.3,-114.1,8.24739,1670.409,232.959,False,,0.789,1170.0,fp,Ethanol,8.24739,1670.409,232.959
271,271,,,,141-78-6,,,,,,,,,,,,,,,,,,1182.0,0.0,TIC,Ethyl acetate,141-78-6,"clear, volatile, flammable liquid; fruity odor",88.11,97.68292683,77.1,-83.5,7.10319,1245.702,217.961,False,,0.902,1173.0,fp,Ethyl acetate,7.10319,1245.702,217.961
272,272,,,,141-97-9,,,,,,,,,,,,,,,,,,1183.0,0.0,TIC,Ethyl acetoacetate,141-97-9,liquid; agreeable odor,130.14,126.5707061,180.8,-39.0,8.03837,2189.547,243.966,False,,1.0282,1917.0,fp,Ethyl acetoacetate,8.03837,2189.547,243.966
273,273,,,,107-00-6,,,,,,,,,,,,,,,,,,1184.0,0.0,TIC,Ethyl acetylene,107-00-6,'',54.09,,8.1,-125.7,7.1153,1046.879,239.199,False,,,2452.0,fp,Ethyl acetylene,7.1153,1046.879,239.199
274,274,,,,140-88-5,,,,,,,,,,,,,,,,,,1185.0,0.0,TIC,Ethyl acrylate,140-88-5,"liquid; lacrimator; acrid, penetrating odor;",100.12,5.006,99.5,-71.2,7.14963,1366.06,220.472,False,,20.0,1917.0,fp,Ethyl acrylate,7.14963,1366.06,220.472
275,275,,,,75-04-7,,,,,,,,,,,,,,,,,,1186.0,0.0,TIC,Ethylamine,75-04-7,flammable liquid; ammonia odor,45.08,65.42815675,16.6,-81.0,7.40523,1203.822,249.434,False,,0.689,1036.0,fp,Ethylamine,7.40523,1203.822,249.434
276,276,,,,103-69-5,,,,,,,,,,,,,,,,,,1187.0,0.0,TIC,N-ethylaniline,103-69-5,liquid; rapidly becomes brown on exposure to light and air,121.18,125.9012987,203.0,-63.5,8.51785,2809.017,294.006,False,,0.9625,,fp,N-ethylaniline,8.51785,2809.017,294.006
277,277,,,,100-41-4,,,,,,,,,,,,,,,,,,1188.0,0.0,TIC,Ethylbenzene,100-41-4,colorless liquid; flammable,106.17,122.4567474,136.2,-95.0,6.94998,1419.315,212.611,False,,0.867,1175.0,fp,Ethylbenzene,6.94998,1419.315,212.611
278,278,,,,74-96-4,,,,,,,,,,,,,,,,,,1189.0,0.0,TIC,Ethyl bromide,74-96-4,flammable volatile liquid; vapor harmful,108.96,74.56884752,38.4,-118.6,6.98751,1121.371,234.672,False,,1.4612,1891.0,fp,Ethyl bromide,6.98751,1121.371,234.672
279,279,,,,628-81-9,,,,,,,,,,,,,,,,,,1190.0,0.0,TIC,Ethyl butyl ether,628-81-9,'',102.18,,92.2,-103.0,6.93767,1252.485,216.465,False,,,1179.0,fp,Ethyl butyl ether,6.93767,1252.485,216.465
280,280,,,,105-54-4,,,,,,,,,,,,,,,,,,1191.0,0.0,TIC,Ethyl butyrate,105-54-4,colorless liquid; pineapple odor,116.16,132.1501706,121.5,-98.0,7.20697,1509.443,227.866,False,,0.879,1180.0,fp,Ethyl butyrate,7.20697,1509.443,227.866
281,281,,,,75-00-3,,,,,,,,,,,,,,,,,,1192.0,0.0,TIC,Ethyl chloride,75-00-3,flammable gas or very volatile liquid,64.51,70.01302366,12.3,-136.4,7.03691,1052.821,241.072,False,,0.9214,1037.0,fp,Ethyl chloride,7.03691,1052.821,241.072
282,282,,,,105-39-5,,,,,,,,,,,,,,,,,,1193.0,0.0,TIC,Ethyl chloroacetate,105-39-5,liquid; pungent odor; vapors irritate the eyes,122.55,106.5837537,144.2,-26.0,7.55391,1725.872,225.84,False,,1.1498,1181.0,fp,Ethyl chloroacetate,7.55391,1725.872,225.84
283,283,,,,1789-58-8,,,,,,,,,,,,,,,,,,1194.0,0.0,TIC,Ethyldichlorosilane,1789-58-8,'',129.1,118.6580882,73.9,-273.15,7.61426,1664.0,276.15,False,,1.088,1183.0,fp,Ethyldichlorosilane,7.61426,1664.0,276.15
284,284,,,,74-85-1,,,,,,,,,,,,,,,,,,1195.0,0.0,TIC,Ethylene,74-85-1,"colorless, flammable gas; faint sweet odor",28.05,0.554700818,-103.7,-169.1,0.0,0.0,0.0,False,,50.5678,1962.0,fp,Ethylene,0.0,0.0,0.0
285,285,,,,107-15-3,,,,,,,,,,,,,,,,,,1197.0,0.0,TIC,Ethylenediamine,107-15-3,"colorless, clear, thick liquid; ammonia odor",60.1,66.92650334,117.3,11.1,7.09878,1302.256,191.362,False,,0.898,1604.0,fp,Ethylenediamine,7.09878,1302.256,191.362
286,286,,,,629-14-1,,,,,,,,,,,,,,,,,,1200.0,0.0,TIC,Ethylene glycol diethyl ether,629-14-1,'',118.17,139.2857143,121.4,-74.0,6.54681,1270.934,227.564,False,,0.8484,1153.0,fp,Ethylene glycol diethyl ether,6.54681,1270.934,227.564
287,287,,,,109-59-1,,,,,,,,,,,,,,,,,,1201.0,0.0,TIC,Ethylene glycol isopropyl ether,109-59-1,'',104.15,115.337763,141.0,-273.15,7.58054,1692.265,218.454,False,,0.903,,fp,Ethylene glycol isopropyl ether,7.58054,1692.265,218.454
288,288,,,,109-86-4,,,,,,,,,,,,,,,,,,1202.0,0.0,TIC,Ethylene glycol monomethyl ether,109-86-4,poisonous liquid,76.09,78.87426143,124.4,-85.1,7.93896,1853.556,242.312,False,,0.9647,1188.0,fp,Ethylene glycol monomethyl ether,7.93896,1853.556,242.312
289,289,,,,110-49-6,,,,,,,,,,,,,,,,,,1203.0,0.0,TIC,Ethylene glycol monomethyl ether acetate,110-49-6,"colorless liquid; dissolves gums, resins",118.13,117.2622593,145.0,-65.0,7.28129,1545.712,206.474,False,,1.0074,1189.0,fp,Ethylene glycol monomethyl ether acetate,7.28129,1545.712,206.474
290,290,,,,353-36-6,,,,,,,,,,,,,,,,,,1205.0,0.0,TIC,Ethyl fluoride,353-36-6,'',48.06,,-37.7,-143.2,7.216687065,950.397,256.658,False,,,2453.0,fp,Ethyl fluoride,7.216687065,950.397,256.658
291,291,,,,97-62-1,,,,,,,,,,,,,,,,,,1206.0,0.0,TIC,Ethyl isobutyrate,97-62-1,"liquid; aromatic, fruity odor",116.16,133.5172414,109.9,-88.1,7.35712,1536.985,233.246,False,,0.87,2385.0,fp,Ethyl isobutyrate,7.35712,1536.985,233.246
292,292,,,,75-08-1,,,,,,,,,,,,,,,,,,1207.0,0.0,TIC,Ethyl mercaptan,75-08-1,"liquid; penetrating, leek-like odor",62.13,74.72038485,35.0,-147.9,6.95206,1084.531,231.385,False,,0.8315,2363.0,fp,Ethyl mercaptan,6.95206,1084.531,231.385
293,293,,,,540-67-0,,,,,,,,,,,,,,,,,,1208.0,0.0,TIC,Ethyl methyl ether,540-67-0,liquid,60.1,82.88511929,7.4,-113.1,6.33009,600.134,164.616,False,,0.7251,1039.0,fp,Ethyl methyl ether,6.33009,600.134,164.616
294,294,,,,78-93-3,,,,,,,,,,,,,,,,,,1209.0,0.0,TIC,Ethyl methyl ketone,78-93-3,flammable liquid; acetone-like odor,72.11,89.57763975,79.6,-86.7,6.8645,1150.207,209.246,False,,0.805,1193.0,fp,Ethyl methyl ketone,6.8645,1150.207,209.246
295,295,,,,625-58-1,,,,,,,,,,,,,,,,,,1210.0,0.0,TIC,Ethyl nitrate,625-58-1,'',91.08,82.1725009,87.64566357,-273.15,7.16033,1337.035,224.78,False,,1.1084,1194.0,fp,Ethyl nitrate,7.16033,1337.035,224.78
296,296,,,,122-51-0,,,,,,,,,,,,,,,,,,1211.0,0.0,TIC,Ethyl orthoformate,122-51-0,liquid; odor resembling pine needles,148.23,166.38231,146.1232086,-18.0,7.71662,1821.195,230.482,False,,0.8909,2524.0,fp,Ethyl orthoformate,7.71662,1821.195,230.482
297,297,,,,105-37-3,,,,,,,,,,,,,,,,,,1212.0,0.0,TIC,Ethyl propionate,105-37-3,colorless liquid; fruity odor,102.13,114.5340361,99.1,-73.9,7.02036,1274.735,208.932,False,,0.8917,1195.0,fp,Ethyl propionate,7.02036,1274.735,208.932
298,298,,,,628-32-0,,,,,,,,,,,,,,,,,,1213.0,0.0,TIC,Ethyl propyl ether,628-32-0,'',88.15,,63.9,-127.5,6.99648,1194.642,227.135,False,,,2615.0,fp,Ethyl propyl ether,6.99648,1194.642,227.135
299,299,,,,78-10-4,,,,,,,,,,,,,,,,,,1214.0,0.0,TIC,Ethyl silicate,78-10-4,"colorless, flammable liquid",208.3,223.2583065,168.9,-85.5,7.04822,1561.277,205.578,False,,0.933,1292.0,fp,Ethyl silicate,7.04822,1561.277,205.578
300,300,,,,"611-14-3, 25550-14-5",,,,,,,,,,,,,,,,,,1215.0,0.0,TIC,Ethyl toluene,"611-14-3, 25550-14-5",'',120.19,,165.2,-80.8,7.01582,1529.184,208.509,False,,,1993.0,fp,Ethyl toluene,7.01582,1529.184,208.509
301,301,,,,115-21-9,,,,,,,,,,,,,,,,,,1216.0,0.0,TIC,Ethyltrichlorosilane,115-21-9,'',163.51,132.0652613,97.9,-105.6,6.58174,1102.0,199.15,False,,1.2381,1196.0,fp,Ethyltrichlorosilane,6.58174,1102.0,199.15
302,302,,,,7782-41-4,,,,,,,,,,,,,,,,,,1217.0,0.0,TIC,Fluorine,7782-41-4,'',38.0,25.1206452,-188.2,-219.6,6.89865,322.067,268.402,False,,1.5127,1045.0,fp,Fluorine,6.89865,322.067,268.402
303,303,,,,462-06-6,,,,,,,,,,,,,,,,,,1218.0,0.0,TIC,Fluorobenzene,462-06-6,liquid; benzene odor,96.1,93.84765625,84.7,-42.2,7.23735,1409.848,238.358,False,,1.024,2387.0,fp,Fluorobenzene,7.23735,1409.848,238.358
304,304,,,,25496-08-6,,,,,,,,,,,,,,,,,,1219.0,0.0,TIC,Fluorotoluene,25496-08-6,colorless liquid; insoluble in water,110.13,109.6912351,114.0,-62.0,7.13671,1457.699,228.522,False,,1.004,2388.0,fp,Fluorotoluene,7.13671,1457.699,228.522
305,305,,,,95-52-3,,,,,,,,,,,,,,,,,,1220.0,0.0,TIC,2-Fluorotoluene,95-52-3,colorless liquid; insoluble in water,110.13,109.6912351,114.0,-62.0,7.13671,1457.699,228.522,False,,1.004,,fp,2-Fluorotoluene,7.13671,1457.699,228.522
306,306,,,,352-70-5,,,,,,,,,,,,,,,,,,1221.0,0.0,TIC,3-Fluorotoluene,352-70-5,colorless liquid; insoluble in water,110.13,110.4613842,116.0,-87.7,7.20581,1501.055,230.821,False,,0.997,,fp,3-Fluorotoluene,7.20581,1501.055,230.821
307,307,,,,352-32-9,,,,,,,,,,,,,,,,,,1222.0,0.0,TIC,4-Fluorotoluene,352-32-9,colorless liquid; odor of oil of bitter almonds,110.13,110.01998,116.6,-56.8,6.99407,1373.934,217.384,False,,1.001,,fp,4-Fluorotoluene,6.99407,1373.934,217.384
308,308,,,,75-12-7,,,,,,,,,,,,,,,,,,1223.0,0.0,TIC,Formamide,75-12-7,"slightly viscous, colorless liquid",45.04,39.73883889,219.9,2.6,10.4603,3881.305,300.805,False,,1.1334,2265.0,fp,Formamide,10.4603,3881.305,300.805
309,309,,,,64-18-6,,,,,,,,,,,,,,,,,,1224.0,0.0,TIC,Formic acid,64-18-6,colorless liquid; pungent odor,46.03,37.7295082,100.6,8.4,4.87631,515.0,133.742,False,,1.22,1779.0,fp,Formic acid,4.87631,515.0,133.742
310,310,,,,110-00-9,,,,,,,,,,,,,,,,,,1225.0,0.0,TIC,Furan,110-00-9,liquid; anesthetic vapors,68.07,72.63899264,31.4,-85.6,6.97513,1060.801,227.734,False,,0.9371,2389.0,fp,Furan,6.97513,1060.801,227.734
311,311,,,,98-01-1,,,,,,,,,,,,,,,,,,1226.0,0.0,TIC,Furfural,98-01-1,colorless oily liquid; peculiar odor,96.08,83.09262302,161.7,-36.5,6.96865,1430.133,188.701,False,,1.1563,1199.0,fp,Furfural,6.96865,1430.133,188.701
312,312,,,,7782-65-2,,,,,,,,,,,,,,,,,,1227.0,0.0,TIC,Germane,7782-65-2,colorless gas,76.67,50.34143139,-88.1,-165.9,0.0,0.0,0.0,False,,1.523,2192.0,fp,Germane,0.0,0.0,0.0
313,313,,,,151-67-7,,,,,,,,,,,,,,,,,,1228.0,0.0,TIC,Halothane,151-67-7,"non-flammable, highly volatile liquid; sweetish odor",197.38,105.494388,50.2,-115.8,6.70035,1016.075,215.569,False,,1.871,,fp,Halothane,6.70035,1016.075,215.569
314,314,,,,111-71-7,,,,,,,,,,,,,,,,,,1229.0,0.0,TIC,N-heptaldehyde,111-71-7,liquid; penetrating fruity odor,114.18,138.9693532,152.8,-43.3,5.47587,686.453,111.817,False,,0.82162,,fp,N-heptaldehyde,5.47587,686.453,111.817
315,315,,,,142-82-5,,,,,,,,,,,,,,,,,,1230.0,0.0,TIC,N-heptane,142-82-5,"volatile, flammable liquid",100.2,146.5555068,98.4,-90.6,6.90342,1268.636,216.951,False,,0.6837,,fp,N-heptane,6.90342,1268.636,216.951
316,316,,,,25339-56-4,,,,,,,,,,,,,,,,,,1231.0,0.0,TIC,N-heptene,25339-56-4,'',98.18,140.8608321,93.6,-118.9,7.09321,1400.674,238.957,False,,0.697,,fp,N-heptene,7.09321,1400.674,238.957
317,317,,,,42296-74-2,,,,,,,,,,,,,,,,,,1232.0,0.0,TIC,Hexadiene,42296-74-2,'',82.16,,59.60034684,-273.15,6.56332,1008.139,214.163,False,,,2458.0,fp,Hexadiene,6.56332,1008.139,214.163
318,318,,,,684-16-2,,,,,,,,,,,,,,,,,,1233.0,0.0,TIC,Hexafluoroacetone,684-16-2,'',166.02,124.8270677,-27.3,-125.5,7.23614,978.564,252.197,False,,1.33,2420.0,fp,Hexafluoroacetone,7.23614,978.564,252.197
319,319,,,,76-16-4,,,,,,,,,,,,,,,,,,1234.0,0.0,TIC,Hexafluoroethane,76-16-4,'',138.01,,-78.2,-100.0,0.0,0.0,0.0,False,,,2193.0,fp,Hexafluoroethane,0.0,0.0,0.0
320,320,,,,116-15-4,,,,,,,,,,,,,,,,,,1235.0,0.0,TIC,Hexafluoropropylene,116-15-4,'',150.02,94.76942514,-29.6,-156.5,7.387977065,1028.267,258.456,False,,1.583,1858.0,fp,Hexafluoropropylene,7.387977065,1028.267,258.456
321,321,,,,110-54-3,,,,,,,,,,,,,,,,,,1236.0,0.0,TIC,N-hexane,110-54-3,"colorless, very volatile liquid; faint odor",86.18,131.6127062,68.7,-95.3,6.87776,1171.53,224.366,False,,0.6548,,fp,N-hexane,6.87776,1171.53,224.366
322,322,,,,111-31-9,,,,,,,,,,,,,,,,,,1237.0,0.0,TIC,N-hexanethiol,111-31-9,'',118.24,,152.7,-80.5,6.94664,1454.004,204.954,False,,,,fp,N-hexanethiol,6.94664,1454.004,204.954
323,323,,,,"111-27-3, 25917-35-5",,,,,,,,,,,,,,,,,,1238.0,0.0,TIC,N-hexanol,"111-27-3, 25917-35-5",liquid,102.18,125.3281001,157.4,-44.6,7.28781,1422.031,165.444,False,,0.8153,,fp,N-hexanol,7.28781,1422.031,165.444
324,324,,,,592-41-6,,,,,,,,,,,,,,,,,,1239.0,0.0,TIC,1-Hexene,592-41-6,'',84.16,125.0334274,63.5,-139.8,6.86573,1152.971,225.849,False,,0.6731,2370.0,fp,1-Hexene,6.86573,1152.971,225.849
325,325,,,,7803-57-8,,,,,,,,,,,,,,,,,,1240.0,0.0,TIC,Hydrazine,7803-57-8,"colorless, oily liquid; fuming in air; explodes during distillation in air is present",32.05,31.93503388,113.5,1.5,7.88615,1724.782,231.317,False,,1.0036,2029.0,fp,Hydrazine,7.88615,1724.782,231.317
326,326,,,,1333-74-0,,,,,,,,,,,,,,,,,,1241.0,0.0,TIC,Hydrogen,1333-74-0,flammable gas,2.02,26.47444299,-252.8,-259.2,0.0,0.0,0.0,False,,0.0763,1049.0,fp,Hydrogen,0.0,0.0,0.0
327,327,,,,10034-85-2,,,,,,,,,,,,,,,,,,1246.0,0.0,TIC,Hydrogen iodide,10034-85-2,"colorless, acrid, non-flammable gas; decomposed by light; fumes in air",127.91,,-35.6,-50.8,7.14364,939.994,255.138,False,,,2197.0,fp,Hydrogen iodide,7.14364,939.994,255.138
328,328,,,,7/5/7783,,,,,,,,,,,,,,,,,,1247.0,0.0,TIC,Hydrogen selenide,7/5/7783,highly toxic and reactive gas; disagreeable odor,80.98,38.19811321,-42.0,-65.7,6.49175,596.484,206.797,False,,2.12,2202.0,fp,Hydrogen selenide,6.49175,596.484,206.797
329,329,,,,6/4/7783,,,,,,,,,,,,,,,,,,1248.0,0.0,TIC,Hydrogen sulfide,6/4/7783,"flammable, poisonous gas; odor of rotten eggs",34.08,,-60.3,-85.5,7.40397,958.587,272.611,False,,,1053.0,fp,Hydrogen sulfide,7.40397,958.587,272.611
330,330,,,,7553-56-2,,,,,,,,,,,,,,,,,,1249.0,0.0,TIC,Iodine,7553-56-2,bluish-black scales; readily sublimes at room temperature,253.81,64.09343434,184.4,113.6,6.23939,1039.159,126.561,False,,3.96,1792.0,fp,Iodine,6.23939,1039.159,126.561
331,331,,,,513-38-2,,,,,,,,,,,,,,,,,,1250.0,0.0,TIC,Iodomethylpropane,513-38-2,liquid; becomes brown on exposure,184.03,114.6604361,120.0,-93.0,7.59833,1711.247,242.23,False,,1.605,2391.0,fp,Iodomethylpropane,7.59833,1711.247,242.23
332,332,,,,26914-02-3,,,,,,,,,,,,,,,,,,1251.0,0.0,TIC,Iodopropane,26914-02-3,colorless or slightly yellow liquid,170.0,97.30967373,102.5,-98.0,7.22121,1507.41,244.701,False,,1.747,2392.0,fp,Iodopropane,7.22121,1507.41,244.701
333,333,,,,123-92-2,,,,,,,,,,,,,,,,,,1252.0,0.0,TIC,Iso-amyl acetate,123-92-2,"colorless, neutral liquid; pear-like odor",130.18,148.6073059,142.0,-78.5,7.95557,1932.043,244.452,False,,0.876,1993.0,fp,Iso-amyl acetate,7.95557,1932.043,244.452
334,334,,,,'',,,,,,,,,,,,,,,,,,1253.0,0.0,TIC,Isoamyl nitrate,'',colorless liquid,117.15,117.6204819,147.5,-273.15,7.62123,1785.807,229.175,False,,0.996,1993.0,fp,Isoamyl nitrate,7.62123,1785.807,229.175
335,335,,,,'',,,,,,,,,,,,,,,,,,1262.0,0.0,TIC,Isobutyl nitrate,'',liquid,103.12,101.5960591,67.2,-273.15,8.20041,2045.425,264.154,False,,1.015,1992.0,fp,Isobutyl nitrate,8.20041,2045.425,264.154
336,336,,,,'',,,,,,,,,,,,,,,,,,1416.0,0.0,TIC,Toluidine,'',light yellow liquid; becomes reddish brown on exposure to light and air,107.15,106.2996032,200.3,-16.4,7.06678,1617.232,186.024,False,,1.008,1708.0,fp,Toluidine,7.06678,1617.232,186.024
337,337,,,,75-28-5,,,,,,,,,,,,,,,,,,1254.0,0.0,TIC,Isobutane,75-28-5,'',58.12,105.4962608,-11.7,-159.6,7.203197065,1132.108,274.068,False,,0.55092,1075.0,fp,Isobutane,7.203197065,1132.108,274.068
338,338,,,,78-83-1,,,,,,,,,,,,,,,,,,1255.0,0.0,TIC,Isobutanol,78-83-1,"colorless, flammable liquid",74.12,92.44200549,107.7,-108.0,7.30636,1236.991,171.622,False,,0.8018,1212.0,fp,Isobutanol,7.30636,1236.991,171.622
339,339,,,,110-19-0,,,,,,,,,,,,,,,,,,1256.0,0.0,TIC,Isobutyl acetate,110-19-0,colorless liquid,116.16,133.3333333,116.16,-98.8,7.41186,1625.875,240.656,False,,0.8712,1213.0,fp,Isobutyl acetate,7.41186,1625.875,240.656
340,340,,,,78-84-2,,,,,,,,,,,,,,,,,,1257.0,0.0,TIC,Isobutyl aldehyde,78-84-2,flammable liquid; pungent odor,72.11,90.84152179,64.1,-65.0,6.74905,1060.141,209.954,False,,0.7938,2045.0,fp,Isobutyl aldehyde,6.74905,1060.141,209.954
341,341,,,,78-81-9,,,,,,,,,,,,,,,,,,1258.0,0.0,TIC,Isobutylamine,78-81-9,liquid; blisters skin,73.14,101.0220994,67.7,-84.6,7.28814,1317.873,230.729,False,,0.724,1214.0,fp,Isobutylamine,7.28814,1317.873,230.729
342,342,,,,115-11-7,,,,,,,,,,,,,,,,,,1259.0,0.0,TIC,Isobutylene,115-11-7,gas,56.11,95.26315789,-6.9,-140.3,6.522187065,799.055,226.535,False,,0.589,1055.0,fp,Isobutylene,6.522187065,799.055,226.535
343,343,,,,542-55-2,,,,,,,,,,,,,,,,,,1260.0,0.0,TIC,Isobutyl formate,542-55-2,liquid,102.13,115.4011299,98.1,-95.8,7.38476,1514.427,237.855,False,,0.885,2393.0,fp,Isobutyl formate,7.38476,1514.427,237.855
344,344,,,,97-85-8,,,,,,,,,,,,,,,,,,1261.0,0.0,TIC,Isobutyl isobutyrate,97-85-8,liquid,144.21,164.8114286,147.5,-80.7,7.63543,1806.356,232.452,False,,0.875,2528.0,fp,Isobutyl isobutyrate,7.63543,1806.356,232.452
345,345,,,,540-42-1,,,,,,,,,,,,,,,,,,1263.0,0.0,TIC,Isobutyl propionate,540-42-1,liquid; agreeable odor,130.21,155.7535885,137.0,-71.0,7.65794,1767.952,233.197,False,,0.836,2394.0,fp,Isobutyl propionate,7.65794,1767.952,233.197
346,346,,,,79-31-2,,,,,,,,,,,,,,,,,,1264.0,0.0,TIC,Isobutyric acid,79-31-2,liquid; pungent odor,88.11,92.74736842,154.5,-46.0,5.11418,459.215,52.772,False,,0.95,2529.0,fp,Isobutyric acid,5.11418,459.215,52.772
347,347,,,,107-83-5,,,,,,,,,,,,,,,,,,1265.0,0.0,TIC,Isohexane,107-83-5,'',86.18,131.9350888,60.3,-153.6,6.8391,1135.41,226.572,False,,0.6532,2288.0,fp,Isohexane,6.8391,1135.41,226.572
348,348,,,,540-84-1,,,,,,,,,,,,,,,,,,1266.0,0.0,TIC,Isooctane,540-84-1,"highly flammable, mobile liquid",114.23,165.0865682,99.2,-107.4,6.81189,1257.84,220.735,False,,0.69194,1262.0,fp,Isooctane,6.81189,1257.84,220.735
349,349,,,,78-78-4,,,,,,,,,,,,,,,,,,1267.0,0.0,TIC,Isopentane,78-78-4,'',72.15,116.3522013,27.8,-159.9,6.78967,1020.012,233.097,False,,0.6201,1265.0,fp,Isopentane,6.78967,1020.012,233.097
350,350,,,,78-79-5,,,,,,,,,,,,,,,,,,1268.0,0.0,TIC,Isoprene,78-79-5,"colorless, volatile liquid",68.12,100.0293686,34.1,-145.9,6.09096,706.92,186.104,False,,0.681,1218.0,fp,Isoprene,6.09096,706.92,186.104
351,351,,,,98-83-9,,,,,,,,,,,,,,,,,,1270.0,0.0,TIC,Isopropenylbenzene,98-83-9,'',118.18,129.7825609,165.5,-23.2,8.09477,2326.867,280.38,False,,0.9106,2303.0,fp,Isopropenylbenzene,8.09477,2326.867,280.38
352,352,,,,108-21-4,,,,,,,,,,,,,,,,,,1271.0,0.0,TIC,Isopropyl acetate,108-21-4,colorless liquid,102.13,117.1484285,88.5,-73.4,7.42682,1490.877,239.052,False,,0.8718,1220.0,fp,Isopropyl acetate,7.42682,1490.877,239.052
353,353,,,,105-48-6,,,,,,,,,,,,,,,,,,1273.0,0.0,TIC,Isopropyl chloroacetate,105-48-6,'',136.59,,93.3,-273.15,8.29163,2263.166,269.739,False,,,2947.0,fp,Isopropyl chloroacetate,8.29163,2263.166,269.739
354,354,,,,696-29-7,,,,,,,,,,,,,,,,,,1274.0,0.0,TIC,Isopropyl cyclohexane,696-29-7,'',126.24,,154.8,-89.4,6.87257,1452.816,209.391,False,,,,fp,Isopropyl cyclohexane,6.87257,1452.816,209.391
355,355,,,,617-50-5,,,,,,,,,,,,,,,,,,1275.0,0.0,TIC,Isopropyl isobutyrate,617-50-5,'',130.21,,137.8,-273.15,7.22096,1488.585,222.419,False,,,2406.0,fp,Isopropyl isobutyrate,7.22096,1488.585,222.419
356,356,,,,75-33-2,,,,,,,,,,,,,,,,,,1276.0,0.0,TIC,Isopropyl mercaptan,75-33-2,'',76.16,93.52818372,52.6,-130.5,6.87734,1113.895,226.157,False,,0.8143,2402.0,fp,Isopropyl mercaptan,6.87734,1113.895,226.157
